qShort qLong cfd_y1 cfd_y2 baseline height eventCounter eventCounterPSD psdValue 
100297 104624 8 -30 448 2399 3065 0 1355 
123854 125501 11 -2 428 2442 3066 0 430 
94904 88285 19 -34 442 2388 3067 0 -2456 
93061 83442 35 -32 459 2401 3068 0 -3777 
94511 82088 53 -21 480 2430 3069 0 -4958 
112028 96086 34 -5 432 2420 3070 0 -5436 
88049 74385 3 -47 457 2394 3071 0 -6019 
90234 81751 21 -33 480 2407 3072 0 -3400 
10148 -56339 44 -29 682 2469 3073 0 -26867 
62140 70225 24 -52 473 2300 3074 0 3772 
107158 94618 21 -18 441 2433 3075 0 -4342 
91415 87048 19 -40 465 2399 3076 0 -1643 
100702 102220 49 -20 438 2378 3077 0 486 
89045 92281 60 -6 436 2357 3078 0 1149 
101703 97792 62 -6 463 2441 3079 0 -1310 
58617 -22275 15 -43 596 2514 3080 0 -12079 
105628 128192 35 -27 424 2389 3081 0 5767 
92456 78272 39 -30 467 2417 3082 0 -5937 
98168 87590 64 -5 484 2443 3083 0 -3957 
102432 95141 14 -28 444 2413 3084 0 -2511 
80828 62816 43 -15 475 2384 3085 0 -9395 
95355 86653 26 -40 484 2431 3086 0 -3290 
94452 79553 35 -37 488 2448 3087 0 -6136 
97763 90545 13 -27 434 2379 3088 0 -2612 
113957 111372 35 -1 444 2466 3089 0 -760 
101088 93740 24 -40 461 2469 3090 0 -2568 
93087 124853 34 -56 336 757 3091 0 8336 
82082 69097 21 -47 464 2374 3092 0 -6157 
182276 229902 40 -675 219 2219 3093 0 6787 
44945 76955 24 -1 497 2225 3094 0 13629 
116004 113857 13 -16 410 2416 3095 0 -617 
79114 71498 35 -35 441 2343 3096 0 -3490 
94700 72918 49 -22 515 2485 3097 0 -9788 
83183 90957 47 -18 467 2366 3098 0 2800 
84005 54891 11 -50 482 2419 3099 0 -17379 
87388 73841 45 -27 451 2377 3100 0 -6011 
95459 87286 59 -5 474 2417 3101 0 -3068 
103330 96080 36 -14 446 2430 3102 0 -2472 
92232 81905 31 -30 450 2389 3103 0 -4131 
93424 83236 45 -25 477 2418 3104 0 -4010 
95390 83702 62 -8 475 2431 3105 0 -4575 
108426 102287 25 -25 438 2422 3106 0 -1966 
95834 89895 42 -23 432 2375 3107 0 -2164 
97255 90841 44 -25 469 2419 3108 0 -2313 
95483 89339 53 -16 478 2430 3109 0 -2253 
94306 83955 0 -34 444 2390 3110 0 -4039 
74419 52143 21 -43 542 2433 3111 0 -13998 
84428 73869 5 -56 501 2427 3112 0 -4683 
86779 74735 43 -30 463 2389 3113 0 -5280 
97277 74309 60 -13 475 2460 3114 0 -10127 
141124 155595 3 -5 396 2441 3115 0 3047 
90931 86874 18 -43 459 2381 3116 0 -1530 
95654 88588 43 -24 441 2391 3117 0 -2613 
63009 83509 139 -49 342 756 3118 0 8043 
87892 78003 38 -33 485 2413 3119 0 -4154 
82243 61295 38 -30 506 2431 3120 0 -11198 
93031 95781 0 -40 455 2394 3121 0 940 
96654 89647 28 -25 466 2439 3122 0 -2561 
109772 94464 48 -18 508 2496 3123 0 -5309 
94214 83587 47 -19 459 2403 3124 0 -4165 
92657 87738 67 -8 450 2391 3125 0 -1837 
88598 65345 59 -5 488 2430 3126 0 -11660 
96164 87074 20 -41 489 2440 3127 0 -3420 
138718 81704 8 -7 445 2622 3128 0 -22865 
80180 57291 35 -38 484 2397 3129 0 -13091 
105621 80237 64 -3 504 2504 3130 0 -10366 
91373 74484 9 -43 474 2436 3131 0 -7429 
90522 86063 13 -45 468 2415 3132 0 -1697 
85977 73386 34 -37 485 2411 3133 0 -5621 
120293 119407 32 -6 454 2453 3134 0 -243 
103619 112847 29 -19 413 2342 3135 0 2679 
66362 51733 41 -1 473 2352 3136 0 -9265 
89961 71517 39 -27 487 2423 3137 0 -8450 
112959 132569 34 -11 404 2366 3138 0 4846 
90716 57698 31 -25 465 2421 3139 0 -18751 
103265 95660 69 -2 454 2422 3140 0 -2604 
108081 110374 20 -23 461 2433 3141 0 680 
93974 83801 32 -32 452 2399 3142 0 -3977 
92935 83253 57 -11 457 2398 3143 0 -3810 
98789 93180 13 -35 468 2421 3144 0 -1972 
72252 54856 25 -39 480 2332 3145 0 -10391 
111907 103848 35 -3 427 2436 3146 0 -2542 
94614 85189 13 -40 467 2413 3147 0 -3625 
100979 86864 54 -16 484 2451 3148 0 -5324 
91579 82287 62 -9 449 2384 3149 0 -3700 
93548 81942 17 -41 461 2410 3150 0 -4641 
94973 87949 49 -24 477 2425 3151 0 -2616 
96829 89181 6 -37 440 2383 3152 0 -2810 
87680 73635 7 -43 459 2396 3153 0 -6249 
90842 76489 36 -34 481 2419 3154 0 -6148 
78990 55970 33 -34 516 2435 3155 0 -13476 
138568 121997 6 -5 390 2463 3156 0 -4450 
124121 126070 10 -18 431 2481 3157 0 506 
77218 65433 33 -35 485 2371 3158 0 -5901 
83069 64181 51 -15 471 2387 3159 0 -9643 
83296 57442 54 -1 473 2397 3160 0 -14748 
97996 82434 23 -33 482 2454 3161 0 -6185 
67541 29772 10 -57 503 2374 3162 0 23968 
100584 75242 71 -2 439 2444 3163 0 -11036 
63110 61188 21 -41 464 2306 3164 0 -1029 
95869 88265 10 -36 466 2415 3165 0 -2822 
14253 -3407 148 -19 432 756 3166 0 -26763 
105727 103454 47 -16 434 2403 3167 0 -719 
89296 75198 29 -39 431 2391 3168 0 -6143 
91730 83823 49 -23 478 2413 3169 0 -3090 
99162 95783 15 -25 443 2380 3170 0 -1155 
82322 65640 49 -6 477 2397 3171 0 -8327 
94771 80551 29 -33 476 2429 3172 0 -5784 
109552 99530 15 -22 431 2441 3173 0 -3299 
100974 113729 8 -9 428 2436 3174 0 3674 
127626 112582 33 -15 405 2486 3175 0 -4378 
98686 91678 25 -34 475 2428 3176 0 -2504 
105817 90961 24 -38 502 2480 3177 0 -5351 
106389 132280 14 -15 377 2315 3178 0 6413 
91282 68037 49 -18 482 2428 3179 0 -11194 
81354 59460 10 -41 462 2401 3180 0 -12065 
90071 83965 16 -43 442 2351 3181 0 -2382 
92507 90827 47 -21 417 2344 3182 0 -606 
94252 85076 48 -23 478 2423 3183 0 -3534 
90370 80922 38 -33 472 2418 3184 0 -3825 
100780 92082 14 -20 436 2401 3185 0 -3095 
85786 73133 0 -52 486 2411 3186 0 -5669 
93774 86247 7 -34 469 2404 3187 0 -2859 
88001 86283 67 -11 448 2425 3188 0 -652 
94040 82505 61 -13 439 2381 3189 0 -4581 
93769 83196 62 -8 478 2423 3190 0 -4164 
95117 85832 11 -40 466 2414 3191 0 -3544 
93837 84280 37 -22 444 2387 3192 0 -3715 
110513 107449 0 -28 460 2442 3193 0 -934 
86798 71107 48 -23 492 2425 3194 0 -7230 
102224 95057 16 -31 442 2444 3195 0 -2470 
78048 73167 53 -1 452 2331 3196 0 -2185 
169436 134233 14 -1 396 2621 3197 0 -8593 
91908 75413 46 -29 480 2416 3198 0 -7167 
43858 30439 2 -4 511 2390 3199 0 -14445 
87789 73168 42 -22 510 2437 3200 0 -6547 
85455 74164 2 -50 491 2423 3201 0 -4988 
114414 112280 47 -13 431 2427 3202 0 -622 
79684 76930 19 -51 478 2389 3203 0 -1173 
109956 122854 69 -1 455 2413 3204 0 3440 
92278 82623 5 -43 465 2404 3205 0 -3829 
98188 89241 35 -27 448 2399 3206 0 -3285 
108360 104637 53 -11 459 2415 3207 0 -1165 
91779 59945 41 -31 526 2487 3208 0 -17401 
95935 92886 26 -22 425 2356 3209 0 -1075 
99070 92399 30 -25 446 2392 3210 0 -2365 
92317 85340 31 -36 484 2433 3211 0 -2678 
109546 68045 32 -7 464 2494 3212 0 -19984 
127622 154316 19 -4 362 2371 3213 0 5668 
102718 110104 24 -36 462 2394 3214 0 2198 
-18502 -53813 48 -46 678 2332 3215 0 21501 
123195 73007 12 -3 448 2560 3216 0 -22525 
66419 44665 25 -18 497 2361 3217 0 -15959 
124172 103214 6 -25 519 2552 3218 0 -6653 
65842 39691 53 -17 464 2338 3219 0 -21589 
147888 178606 4 -1 368 2460 3220 0 5635 
96685 95058 57 -11 465 2428 3221 0 -560 
106648 110401 17 -26 462 2432 3222 0 1113 
104239 97352 48 -8 436 2412 3223 0 -2318 
96921 89592 57 -16 448 2398 3224 0 -2680 
94477 84025 6 -35 478 2421 3225 0 -4075 
95990 89784 43 -17 439 2388 3226 0 -2264 
102998 93668 67 -6 446 2438 3227 0 -3263 
91722 76505 60 -7 481 2417 3228 0 -6517 
91344 80341 21 -41 493 2422 3229 0 -4487 
94866 87042 60 -15 448 2392 3230 0 -2945 
86198 77937 39 -41 460 2444 3231 0 -3473 
90941 81397 14 -41 483 2418 3232 0 -3842 
65208 113022 80 -119 324 733 3233 0 13862 
82429 69449 32 -44 461 2367 3234 0 -6124 
84182 75088 49 -25 455 2375 3235 0 -3968 
80626 72265 58 -10 479 2373 3236 0 -3791 
106766 107245 48 -13 449 2408 3237 0 146 
85021 80535 28 -44 453 2383 3238 0 -1825 
90246 75856 53 -22 476 2414 3239 0 -6215 
94628 77356 60 -13 483 2436 3240 0 -7316 
84516 61926 51 -12 491 2426 3241 0 -11953 
92004 83950 29 -29 436 2373 3242 0 -3143 
90773 72274 29 -38 508 2451 3243 0 -8386 
64219 11037 6 -70 574 2457 3244 0 -26816 
85154 51119 33 -33 486 2407 3245 0 -21816 
104730 94655 23 -16 444 2420 3246 0 -3487 
93711 84712 8 -38 475 2418 3247 0 -3480 
124920 130181 24 -2 378 2370 3248 0 1324 
135316 133721 4 -3 367 2417 3249 0 -390 
105503 114522 72 -6 429 2386 3250 0 2580 
99630 100474 52 -19 468 2405 3251 0 275 
94982 89412 1 -37 440 2375 3252 0 -2041 
86767 92644 50 -8 459 2402 3253 0 2078 
100172 91067 31 -24 457 2418 3254 0 -3276 
103824 83021 39 -22 462 2414 3255 0 -8210 
60225 47678 27 -38 466 2321 3256 0 -8623 
151760 143280 1 -1 377 2451 3257 0 -1939 
66492 34297 14 -54 544 2407 3258 0 -30758 
80316 42611 35 -24 519 2455 3259 0 -28994 
69705 54581 30 -18 491 2393 3260 0 -9079 
125782 105296 1 -14 475 2549 3261 0 -6375 
58624 35531 2 -70 490 2371 3262 0 -21296 
81184 78964 48 -24 438 2369 3263 0 -921 
93080 85104 61 -2 477 2420 3264 0 -3070 
91095 80302 6 -39 476 2416 3265 0 -4404 
83329 67099 10 -50 472 2384 3266 0 -7925 
94488 84603 42 -25 477 2421 3267 0 -3828 
97109 91772 63 -10 465 2414 3268 0 -1905 
93404 84401 2 -41 453 2396 3269 0 -3495 
91339 81491 25 -30 435 2373 3270 0 -3959 
96048 89540 42 -24 470 2419 3271 0 -2381 
58418 50918 145 -44 427 836 3272 0 -4826 
91785 82025 51 -27 469 2411 3273 0 -3898 
94754 86011 65 -5 447 2389 3274 0 -3330 
98514 90907 10 -36 468 2424 3275 0 -2741 
119070 116519 0 -2 428 2477 3276 0 -717 
87263 75621 33 -38 467 2392 3277 0 -5044 
218300 251799 77 -784 205 2336 3278 0 4359 
94164 92883 1 -42 461 2402 3279 0 -451 
64584 39917 30 -33 520 2367 3280 0 -20248 
94027 85342 42 -26 446 2387 3281 0 -3334 
74926 58061 5 -66 518 2404 3282 0 -9517 
118947 134834 23 -8 432 2415 3283 0 3860 
98364 90707 26 -31 428 2388 3284 0 -2766 
117688 137091 16 -17 377 2333 3285 0 4637 
125576 157874 72 -2 397 2439 3286 0 6703 
99396 86661 6 -43 461 2421 3287 0 -4815 
90499 85161 2 -40 445 2375 3288 0 -2053 
101316 94215 35 -25 465 2434 3289 0 -2469 
100067 93878 43 -29 480 2437 3290 0 -2160 
92314 82779 55 -15 450 2383 3291 0 -3774 
127170 142178 0 -2 386 2390 3292 0 3458 
99580 91715 14 -33 472 2432 3293 0 -2809 
93911 79611 28 -29 457 2415 3294 0 -5885 
93057 86165 43 -24 455 2396 3295 0 -2620 
126641 138383 10 -2 404 2407 3296 0 2780 
100744 97573 5 -39 466 2409 3297 0 -1064 
72323 38075 39 -21 509 2416 3298 0 -29473 
76167 44564 46 -6 508 2425 3299 0 -23237 
108765 108803 52 -18 471 2444 3300 0 11 
93492 95765 70 -1 391 2328 3301 0 777 
85757 81614 51 -17 455 2366 3302 0 -1663 
97603 89802 21 -34 467 2411 3303 0 -2846 
96580 87716 26 -34 490 2444 3304 0 -3311 
92615 74811 49 -20 467 2418 3305 0 -7798 
94151 83934 68 -6 455 2399 3306 0 -3988 
95168 87009 63 -1 477 2426 3307 0 -3072 
94261 84724 26 -30 453 2399 3308 0 -3688 
95888 91182 45 -29 450 2400 3309 0 -1691 
90681 74967 41 -30 478 2424 3310 0 -6868 
69353 91419 41 -67 366 916 3311 0 7909 
109151 104346 6 -36 475 2459 3312 0 -1508 
77594 61734 40 -16 485 2398 3313 0 -8418 
92282 84729 37 -23 452 2378 3314 0 -2920 
99484 93155 58 -10 467 2422 3315 0 -2226 
102804 90933 6 -32 444 2418 3316 0 -4277 
87357 76451 9 -41 465 2405 3317 0 -4674 
82608 64153 5 -55 498 2431 3318 0 -9426 
54520 22668 69 -3 578 2429 3319 0 19494 
68855 41715 2 -71 506 2432 3320 0 -21318 
9632 -47818 338 -8 633 2403 3321 0 -26169 
96008 83278 32 -29 489 2441 3322 0 -5008 
88236 64522 51 -19 459 2412 3323 0 -12042 
79854 46116 46 -21 501 2425 3324 0 -23972 
57822 14609 13 -35 546 2415 3325 0 -31387 
57595 4248 7 -2 594 2494 3326 0 -18276 
122008 131717 12 -30 404 2395 3327 0 2415 
82391 67961 55 -5 481 2404 3328 0 -6957 
93996 86172 33 -30 465 2413 3329 0 -2975 
86542 81835 43 -29 450 2369 3330 0 -1884 
90040 80610 60 -4 443 2378 3331 0 -3833 
84561 64166 6 -55 496 2427 3332 0 -10414 
92730 78258 40 -26 480 2425 3333 0 -6059 
171910 172306 13 -18 307 2435 3334 0 75 
97238 88133 9 -35 458 2413 3335 0 -3385 
110953 104770 55 -5 445 2421 3336 0 -1933 
71722 51226 5 -64 488 2380 3337 0 -13110 
41473 11080 3 -5 533 2328 3338 0 -24345 
166057 191969 23 -19 345 2392 3339 0 4422 
68516 48440 41 -7 504 2382 3340 0 -13580 
65686 28612 23 -14 529 2417 3341 0 23079 
92563 89431 46 -26 470 2415 3342 0 -1147 
120293 101401 10 -26 499 2564 3343 0 -6104 
82132 63894 1 -47 462 2393 3344 0 -9353 
75048 78940 104 -45 329 737 3345 0 1615 
95885 80581 53 -9 431 2375 3346 0 -6223 
91475 78165 37 -34 485 2425 3347 0 -5579 
96210 86533 65 -12 470 2423 3348 0 -3664 
93319 83369 1 -40 446 2386 3349 0 -3910 
91715 81596 13 -39 472 2408 3350 0 -4063 
83364 72731 19 -45 476 2383 3351 0 -4790 
102435 89439 60 -14 457 2393 3352 0 -4761 
96674 88136 2 -32 426 2376 3353 0 -3174 
98875 100881 15 -34 451 2391 3354 0 651 
94990 80450 15 -37 482 2440 3355 0 -5922 
93180 88507 47 -24 437 2370 3356 0 -1730 
106204 99767 3 -33 454 2436 3357 0 -2114 
82477 71624 45 -9 482 2395 3358 0 -4965 
104749 101914 39 -18 434 2409 3359 0 -911 
92122 93169 57 -15 422 2340 3360 0 368 
103913 105059 54 -14 467 2434 3361 0 357 
94269 85265 13 -34 462 2408 3362 0 -3460 
95411 84383 34 -26 452 2400 3363 0 -4282 
104958 101266 59 -13 466 2430 3364 0 -1194 
100998 89827 3 -27 461 2429 3365 0 -4074 
112413 112933 40 -5 444 2419 3366 0 150 
131631 116822 6 -7 444 2518 3367 0 -4153 
94333 102985 46 -25 473 2401 3368 0 2752 
70079 35530 6 -63 529 2438 3369 0 -31862 
93343 92566 7 -41 453 2393 3370 0 -275 
99040 99550 48 -12 457 2418 3371 0 167 
87626 57821 19 -56 554 2496 3372 0 -16890 
89348 70383 57 -13 469 2408 3373 0 -8829 
87257 78309 62 -1 456 2386 3374 0 -3744 
85248 57890 33 -6 538 2492 3375 0 -15485 
77299 75327 35 -37 445 2325 3376 0 -857 
102722 98886 8 -27 428 2396 3377 0 -1271 
92769 97440 2 -44 448 2374 3378 0 1570 
161351 122482 17 -10 426 2653 3379 0 -10398 
89851 72887 44 -29 456 2411 3380 0 -7626 
118614 135862 28 -7 384 2392 3381 0 4159 
123605 119673 29 -12 478 2516 3382 0 -1076 
125795 139709 14 -8 407 2414 3383 0 3263 
104007 95365 56 -11 452 2424 3384 0 -2969 
109818 112094 12 -19 440 2422 3385 0 665 
93184 84113 56 -12 495 2439 3386 0 -3533 
87994 67348 15 -42 474 2418 3387 0 -10044 
96569 87481 49 -19 446 2402 3388 0 -3404 
91371 86931 46 -22 482 2420 3389 0 -1673 
80961 71148 55 -13 470 2380 3390 0 -4519 
98158 88815 33 -27 459 2414 3391 0 -3446 
98454 97102 51 -21 454 2400 3392 0 -456 
93511 83037 47 -23 498 2443 3393 0 -4133 
95228 91265 11 -27 441 2389 3394 0 -1422 
92711 86910 19 -33 458 2398 3395 0 -2187 
95257 85057 16 -52 485 2415 3396 0 -3929 
91938 79261 55 -15 456 2399 3397 0 -5240 
87048 71998 55 -5 476 2391 3398 0 -6849 
138203 168473 0 -1 345 2359 3399 0 5887 
76599 89514 19 -54 497 2359 3400 0 4727 
103957 83527 12 -22 441 2408 3401 0 -8014 
93447 86767 14 -29 442 2383 3402 0 -2522 
90913 72550 26 -40 495 2436 3403 0 -8293 
107969 108920 8 -28 420 2398 3404 0 286 
142348 105359 4 -5 429 2616 3405 0 -11503 
98782 100926 34 -20 429 2375 3406 0 696 
81149 70394 32 -35 480 2385 3407 0 -5006 
77242 50429 32 -39 478 2382 3408 0 -17422 
115320 150637 31 -143 237 813 3409 0 7682 
94253 83779 6 -39 459 2406 3410 0 -4096 
91362 81191 19 -43 483 2415 3411 0 -4104 
105423 97841 65 -4 431 2404 3412 0 -2539 
86533 66404 64 -1 445 2375 3413 0 -9932 
140675 164004 3 -9 392 2418 3414 0 4660 
96452 89493 50 -22 475 2422 3415 0 -2547 
94440 83509 6 -38 445 2394 3416 0 -4289 
92220 103863 20 -37 427 2360 3417 0 3673 
115752 113706 8 -29 444 2435 3418 0 -589 
36080 17177 1 -12 537 2324 3419 0 29477 
58127 24001 13 -32 476 2432 3420 0 18946 
83684 59732 49 -28 469 2393 3421 0 -13139 
92776 77531 3 -44 476 2416 3422 0 -6443 
115246 108174 14 -17 422 2409 3423 0 -2142 
92993 80085 56 -20 499 2452 3424 0 -5281 
73919 72007 43 -13 448 2339 3425 0 -870 
87528 71429 23 -40 477 2404 3426 0 -7385 
86529 71814 51 -19 450 2375 3427 0 -6714 
94750 85840 3 -37 472 2419 3428 0 -3401 
97447 80996 36 -25 476 2432 3429 0 -6655 
94045 85118 55 -14 446 2392 3430 0 -3436 
97099 91470 0 -34 465 2402 3431 0 -2016 
102415 84058 19 -37 470 2418 3432 0 -7155 
109784 105386 54 -13 437 2391 3433 0 -1367 
95703 81738 7 -30 430 2390 3434 0 -5598 
83856 70872 47 -22 498 2429 3435 0 -6003 
103590 108579 41 -12 439 2391 3436 0 1505 
93992 82641 45 -21 446 2395 3437 0 -4500 
97860 83324 67 -3 475 2414 3438 0 -5716 
81786 66741 36 -26 490 2398 3439 0 -7386 
135856 151131 0 -1 360 2383 3440 0 3311 
139626 163976 3 -5 326 2363 3441 0 4865 
113882 110612 11 -20 460 2410 3442 0 -968 
77342 59817 36 -22 500 2408 3443 0 -9599 
102515 105352 48 -13 412 2363 3444 0 882 
105124 108551 51 -21 465 2413 3445 0 1034 
92131 94120 68 -6 425 2352 3446 0 692 
96874 89159 66 -5 438 2421 3447 0 -2835 
87585 64020 25 -31 447 2405 3448 0 -12061 
124632 138436 1 -33 447 2462 3449 0 3267 
103661 100628 7 -33 453 2416 3450 0 -987 
94922 86040 12 -31 442 2390 3451 0 -3382 
93928 82789 17 -47 483 2436 3452 0 -4408 
96262 88427 54 -15 466 2420 3453 0 -2903 
88138 68180 56 -14 464 2403 3454 0 -9591 
83316 76193 57 -8 462 2401 3455 0 -3063 
87491 67027 7 -62 506 2463 3456 0 -10004 
106989 97247 2 -29 445 2414 3457 0 -3282 
111655 111119 13 -26 437 2426 3458 0 -158 
97181 81231 14 -33 471 2428 3459 0 -6433 
104265 89541 29 -38 467 2490 3460 0 -5388 
135109 127662 31 -4 439 2478 3461 0 -1911 
101729 86238 13 -32 458 2425 3462 0 -5885 
101699 103070 15 -41 473 2420 3463 0 435 
107063 123156 5 -25 389 2336 3464 0 4281 
79155 42879 25 -46 490 2418 3465 0 -27721 
96585 96899 0 -40 463 2400 3466 0 106 
90569 80220 7 -45 496 2431 3467 0 -4227 
94649 85035 47 -11 442 2372 3468 0 -3704 
96492 85909 50 -27 457 2413 3469 0 -4036 
96794 88694 57 -14 475 2428 3470 0 -2992 
89829 73328 70 -2 475 2426 3471 0 -7373 
91449 81191 19 -40 461 2399 3472 0 -4139 
111250 128761 56 -47 254 772 3473 0 4456 
96099 86990 41 -27 475 2424 3474 0 -3431 
105705 109530 3 -34 467 2431 3475 0 1144 
91087 79822 8 -39 451 2392 3476 0 -4624 
86685 79534 19 -39 455 2375 3477 0 -2946 
83924 68304 25 -40 505 2421 3478 0 -7493 
57295 27431 7 -7 524 2392 3479 0 29863 
90914 81514 28 -34 466 2421 3480 0 -3778 
109977 109444 1 -7 434 2395 3481 0 -159 
53670 59758 3 -3 535 2326 3482 0 3338 
94488 89690 64 -8 437 2377 3483 0 -1752 
87623 60826 48 -23 485 2418 3484 0 -14435 
92089 76707 5 -46 491 2432 3485 0 -6570 
102403 92961 56 -8 431 2408 3486 0 -3328 
101358 107843 3 -34 407 2359 3487 0 1970 
75309 30483 26 -44 551 2457 3488 0 17352 
66309 60654 20 -47 518 2373 3489 0 -3054 
3172 -39008 27 -2 596 2377 3490 0 -30105 
80142 75427 31 -34 453 2347 3491 0 -2048 
97198 85514 50 -19 482 2431 3492 0 -4477 
109416 114831 37 -8 393 2381 3493 0 1545 
94463 82845 16 -32 450 2403 3494 0 -4595 
103516 104060 44 -16 442 2402 3495 0 171 
72069 7829 17 -15 606 2548 3496 0 -6722 
90500 75265 57 -12 462 2391 3497 0 -6632 
87372 78550 54 -16 468 2394 3498 0 -3680 
96533 85585 23 -34 470 2428 3499 0 -4191 
98780 92905 40 -24 428 2367 3500 0 -2072 
46477 41286 0 -24 408 863 3501 0 -4119 
81037 63508 6 -23 425 2301 3502 0 -9044 
84103 64577 20 -50 513 2432 3503 0 -9907 
91971 83649 56 -7 487 2414 3504 0 -3259 
95216 87177 27 -27 439 2384 3505 0 -3021 
73248 69543 15 -47 467 2347 3506 0 -1745 
94955 85048 40 -29 491 2440 3507 0 -3816 
84481 64828 42 -25 481 2420 3508 0 -9933 
94575 84491 34 -22 436 2381 3509 0 -3910 
94306 85590 39 -34 472 2416 3510 0 -3336 
68334 99881 39 -56 330 727 3511 0 10349 
111882 100894 62 -8 464 2439 3512 0 -3568 
90038 78643 58 -16 457 2392 3513 0 -4747 
92973 83473 10 -35 468 2411 3514 0 -3729 
103800 97112 59 -1 455 2421 3515 0 -2256 
99891 96981 9 -20 413 2358 3516 0 -983 
92114 84076 0 -41 431 2368 3517 0 -3132 
89415 86642 4 -47 467 2388 3518 0 -1048 
83088 67923 6 -57 499 2422 3519 0 -7315 
100631 93623 69 -11 433 2390 3520 0 -2452 
102009 85823 63 -11 465 2438 3521 0 -6179 
107631 101344 39 -5 435 2414 3522 0 -2032 
68765 51823 12 -53 493 2357 3523 0 -10712 
183845 162303 15 -1000 312 2405 3524 0 -4349 
102947 97972 3 -43 457 2415 3525 0 -1663 
87449 76185 3 -52 488 2419 3526 0 -4844 
89039 69496 22 -44 485 2426 3527 0 -9214 
120906 119871 3 -12 409 2442 3528 0 -282 
109587 89096 8 -32 475 2438 3529 0 -7536 
84486 76243 12 -44 469 2419 3530 0 -3542 
127861 150408 24 -6 371 2437 3531 0 4911 
76479 53839 19 -1 534 2445 3532 0 -13778 
93341 80152 11 -45 469 2413 3533 0 -5391 
94715 84602 46 -18 440 2391 3534 0 -3916 
87689 72905 50 -25 485 2418 3535 0 -6644 
87800 74060 19 -49 493 2425 3536 0 -6079 
87460 74183 9 -46 474 2401 3537 0 -5864 
92095 80092 54 -12 425 2366 3538 0 -4910 
91734 60824 24 -44 546 2506 3539 0 -16651 
64282 40663 6 -5 548 2416 3540 0 -19032 
74826 60303 26 -41 483 2373 3541 0 -7891 
184648 161009 32 -7 374 2545 3542 0 -4810 
169806 135454 1 -5 390 2588 3543 0 -8309 
60363 57541 15 -47 425 2246 3544 0 -1607 
105851 119775 20 -12 380 2334 3545 0 3809 
103719 115177 37 -20 425 2379 3546 0 3259 
69512 52777 25 -2 494 2360 3547 0 -10390 
117412 133388 10 -2 368 2360 3548 0 3924 
92017 83457 15 -39 478 2415 3549 0 -3360 
83821 71357 22 -44 505 2426 3550 0 -5723 
95950 88150 69 -4 449 2398 3551 0 -2899 
101327 94777 30 -19 429 2394 3552 0 -2264 
91385 79506 23 -42 485 2421 3553 0 -4895 
91154 80395 48 -19 464 2401 3554 0 -4385 
83379 70877 57 -8 465 2378 3555 0 -5779 
95653 86709 21 -37 475 2427 3556 0 -3379 
90756 81745 29 -39 496 2429 3557 0 -3612 
98373 96828 71 -4 436 2383 3558 0 -522 
91252 74672 56 -7 464 2403 3559 0 -7275 
93502 81578 22 -31 481 2424 3560 0 -4789 
131710 138693 2 -20 378 2400 3561 0 1649 
84473 70259 37 -38 481 2398 3562 0 -6629 
80702 74165 35 -27 485 2397 3563 0 -2888 
128934 140672 6 -4 408 2430 3564 0 2734 
91671 93430 38 -29 443 2373 3565 0 616 
88038 73889 49 -23 462 2392 3566 0 -6274 
94422 90363 62 -9 470 2415 3567 0 -1471 
88564 88288 17 -41 445 2361 3568 0 -102 
75729 47526 21 -14 533 2461 3569 0 -19444 
128564 157636 26 -2 378 2369 3570 0 6043 
92403 84303 61 -9 480 2435 3571 0 -3148 
98232 84234 25 -23 449 2413 3572 0 -5445 
127683 154261 12 -16 396 2420 3573 0 5645 
100172 85878 60 -4 481 2452 3574 0 -5453 
80081 81524 0 -61 503 2447 3575 0 579 
92003 79427 23 -38 455 2395 3576 0 -5188 
97185 87738 48 -24 464 2419 3577 0 -3528 
82919 75373 35 -37 499 2411 3578 0 -3280 
87241 66263 53 -10 491 2428 3579 0 -10373 
109705 116655 6 -19 397 2381 3580 0 1952 
87013 68392 24 -46 507 2444 3581 0 -8921 
132783 135150 7 -4 381 2395 3582 0 573 
164183 121460 35 -1 406 2531 3583 0 -11525 
76088 62941 7 -57 477 2376 3584 0 -6844 
90303 68646 30 -40 517 2483 3585 0 -10337 
101919 104329 12 -26 401 2369 3586 0 756 
72359 92190 120 -17 319 675 3587 0 7048 
78873 66149 68 -1 445 2311 3588 0 -6302 
107337 92198 11 -39 507 2461 3589 0 -5380 
96641 94796 44 -23 433 2380 3590 0 -637 
90837 81292 35 -33 449 2384 3591 0 -3847 
88311 70266 43 -20 490 2430 3592 0 -8414 
95284 82480 66 -2 488 2447 3593 0 -5086 
94769 88759 19 -27 440 2385 3594 0 -2218 
94517 84812 30 -26 463 2417 3595 0 -3749 
87352 73770 27 -44 489 2416 3596 0 -6032 
93310 83514 58 -17 445 2389 3597 0 -3843 
96808 88431 69 -5 432 2381 3598 0 -3103 
97720 91730 9 -37 464 2416 3599 0 -2139 
86999 79470 44 -8 484 2402 3600 0 -3104 
93351 82499 27 -33 451 2393 3601 0 -4310 
109196 100869 51 -17 449 2444 3602 0 -2705 
97122 93429 56 -12 459 2405 3603 0 -1295 
31869 6875 26 -21 541 2318 3604 0 11948 
100848 88589 13 -32 435 2394 3605 0 -4534 
84254 62411 51 -9 502 2439 3606 0 -11468 
