qShort qLong cfd_y1 cfd_y2 baseline height eventCounter eventCounterPSD psdValue 
88917 109256 77 -15 330 843 1653 0 6099 
97390 100846 9 -28 408 2349 1654 0 1122 
90775 82818 7 -38 441 2368 1655 0 -3148 
90260 77227 16 -46 486 2424 1656 0 -5529 
90819 80990 40 -33 467 2401 1657 0 -3976 
81669 79493 28 -39 452 2368 1658 0 -896 
102268 106977 1 -43 451 2405 1659 0 1442 
81085 51238 44 -15 530 2436 1660 0 -19087 
104089 123167 63 -1 390 2324 1661 0 5075 
158946 116552 2 -8 404 2651 1662 0 -11918 
78331 41579 23 -48 540 2459 1663 0 -28963 
93364 84171 63 -3 465 2407 1664 0 -3578 
88102 79878 55 -1 457 2388 1665 0 -3373 
99710 87300 42 -20 481 2428 1666 0 -4657 
92376 80846 44 -27 495 2450 1667 0 -4673 
87249 75621 35 -38 464 2396 1668 0 -5038 
97644 83160 68 -2 450 2404 1669 0 -5707 
93404 83615 7 -44 478 2422 1670 0 -3836 
78130 65635 12 -47 476 2356 1671 0 -6237 
94242 86110 33 -26 447 2390 1672 0 -3094 
86375 84324 23 -42 492 2417 1673 0 -796 
92927 83393 40 -27 492 2431 1674 0 -3746 
99252 93252 67 -7 433 2396 1675 0 -2108 
101975 98023 6 -27 430 2388 1676 0 -1321 
91784 83464 39 -28 480 2396 1677 0 -3266 
88332 77131 60 -3 466 2392 1678 0 -4758 
97353 84032 26 -25 455 2417 1679 0 -5194 
83710 75199 10 -49 488 2396 1680 0 -3708 
83695 72342 12 -55 517 2437 1681 0 -5142 
52240 41363 1 -66 477 2306 1682 0 -8616 
91755 92815 47 -25 455 2385 1683 0 374 
102941 105405 67 -6 457 2417 1684 0 765 
93606 80438 63 -3 461 2409 1685 0 -5364 
68408 33254 6 -42 483 2369 1686 0 30897 
93993 76288 5 -57 500 2416 1687 0 -7604 
92944 86303 32 -31 495 2432 1688 0 -2521 
89221 78632 43 -33 458 2386 1689 0 -4412 
88353 79758 47 -22 459 2377 1690 0 -3531 
118656 124497 21 -21 442 2444 1691 0 1537 
133606 189602 0 -3 319 2227 1692 0 9677 
91953 78541 23 -32 453 2395 1693 0 -5595 
91704 77460 23 -39 487 2436 1694 0 -6025 
57088 52546 61 -39 376 837 1695 0 -2832 
68794 28450 19 -52 537 2424 1696 0 19071 
70475 63306 39 -36 441 2325 1697 0 -3710 
96187 84667 3 -47 466 2423 1698 0 -4458 
81586 35002 31 -19 565 2504 1699 0 21927 
86661 70138 22 -43 460 2387 1700 0 -7719 
75138 42658 31 -36 516 2418 1701 0 -24948 
92087 84446 42 -22 526 2511 1702 0 -2964 
108771 88457 24 -20 460 2463 1703 0 -7524 
75519 48311 46 -2 487 2378 1704 0 -18453 
91966 83413 42 -28 463 2401 1705 0 -3359 
85045 75046 36 -40 495 2415 1706 0 -4365 
110831 113481 29 -15 412 2390 1707 0 765 
92511 80105 9 -34 441 2383 1708 0 -5074 
104533 100142 38 -20 448 2411 1709 0 -1436 
89676 76367 37 -32 484 2414 1710 0 -5710 
81256 66653 25 -47 477 2385 1711 0 -7178 
92713 81541 59 -4 468 2409 1712 0 -4489 
96927 91212 14 -32 465 2412 1713 0 -2053 
107781 106030 51 -17 435 2391 1714 0 -541 
94515 86754 56 -13 430 2373 1715 0 -2931 
91976 81990 58 -7 474 2410 1716 0 -3990 
94999 86611 7 -44 475 2422 1717 0 -3173 
96279 88975 43 -17 440 2385 1718 0 -2689 
95483 89226 53 -23 462 2406 1719 0 -2297 
98107 90044 54 -12 471 2422 1720 0 -2934 
107737 181646 33 -148 206 773 1721 0 13332 
97381 73206 9 -42 471 2443 1722 0 -10820 
86189 81793 28 -33 427 2335 1723 0 -1761 
99172 131378 4 -28 436 2279 1724 0 8032 
109714 112276 14 -27 455 2438 1725 0 747 
82180 76037 8 -40 429 2335 1726 0 -2647 
86442 86764 7 -47 485 2411 1727 0 121 
99129 99109 56 -7 426 2378 1728 0 -6 
93701 81537 46 -25 476 2420 1729 0 -4888 
91506 76614 37 -29 453 2403 1730 0 -6369 
93798 87292 8 -37 469 2401 1731 0 -2442 
84963 76656 2 -56 487 2406 1732 0 -3550 
92384 84515 43 -24 443 2374 1733 0 -3050 
56563 15889 65 -6 588 2466 1734 0 -18343 
78945 63802 31 -38 499 2398 1735 0 -7777 
79822 63265 43 -15 481 2396 1736 0 -8575 
81606 61638 9 -43 472 2376 1737 0 -10615 
94753 84818 31 -32 480 2425 1738 0 -3838 
40917 15114 6 -58 504 2294 1739 0 9596 
108594 121623 9 -25 404 2366 1740 0 3510 
53573 25113 0 -75 512 2377 1741 0 28402 
152579 164264 5 -6 402 2503 1742 0 2330 
94685 85262 16 -32 455 2401 1743 0 -3621 
65207 57747 5 -48 434 2311 1744 0 -4232 
116314 121599 5 -26 452 2409 1745 0 1424 
90251 80364 46 -25 469 2398 1746 0 -4031 
81082 68843 42 -29 470 2373 1747 0 -5825 
84741 75321 60 -4 486 2395 1748 0 -4097 
94125 84974 16 -42 482 2427 1749 0 -3528 
91285 80454 24 -30 458 2397 1750 0 -4411 
71922 117814 69 -2 285 649 1751 0 12763 
118483 121636 12 -19 407 2433 1752 0 849 
94747 87397 53 -17 478 2422 1753 0 -2755 
98928 93750 2 -38 451 2404 1754 0 -1809 
94839 86479 2 -46 451 2400 1755 0 -3167 
103760 100524 38 -25 457 2422 1756 0 -1054 
97096 102255 38 -44 372 816 1757 0 1653 
99816 92028 43 -25 482 2444 1758 0 -2772 
88372 79553 45 -27 472 2392 1759 0 -3632 
97094 88145 10 -39 450 2407 1760 0 -3326 
92367 82081 11 -41 484 2426 1761 0 -4106 
86369 71317 23 -38 479 2416 1762 0 -6915 
95879 89318 62 -13 446 2390 1763 0 -2406 
84697 73337 36 -31 489 2409 1764 0 -5075 
92655 66622 0 -52 519 2455 1765 0 -12803 
141638 164794 10 -1 340 2359 1766 0 4604 
175069 165600 28 -11 333 2431 1767 0 -1873 
86899 79519 31 -39 485 2400 1768 0 -3041 
87549 72296 53 -13 473 2417 1769 0 -6913 
116385 118506 21 -14 370 2506 1770 0 586 
90858 95408 31 -24 429 2338 1771 0 1562 
132371 135983 11 -19 451 2484 1772 0 870 
96589 89481 56 -12 440 2390 1773 0 -2602 
100782 95095 3 -26 436 2392 1774 0 -1959 
95456 87812 65 -1 475 2422 1775 0 -2852 
98656 97772 26 -25 423 2372 1776 0 -296 
88071 65675 10 -50 442 2352 1777 0 -11173 
91441 79599 22 -41 481 2412 1778 0 -4874 
141694 94218 0 -1 456 2571 1779 0 -16511 
91912 81700 51 -22 444 2379 1780 0 -4095 
100835 94620 4 -33 444 2393 1781 0 -2152 
109437 98872 59 -14 498 2479 1782 0 -3501 
81563 54292 52 -19 494 2405 1783 0 -16458 
106941 97195 20 -2 435 2514 1784 0 -3285 
94478 61671 57 -4 537 2558 1785 0 -17430 
172953 185363 17 -11 360 2385 1786 0 2193 
96568 91074 31 -21 446 2406 1787 0 -1976 
92573 80163 38 -23 464 2405 1788 0 -5072 
96799 88986 47 -22 474 2423 1789 0 -2876 
111449 111973 11 -1 410 2365 1790 0 153 
101701 91766 0 -35 430 2395 1791 0 -3547 
95258 89001 54 -15 473 2413 1792 0 -2303 
101829 95191 71 -2 469 2428 1793 0 -2284 
93615 84036 0 -43 448 2392 1794 0 -3735 
89369 71404 1 -48 477 2420 1795 0 -8244 
95505 87998 8 -37 471 2418 1796 0 -2795 
94628 86057 29 -26 443 2388 1797 0 -3263 
95851 88999 44 -15 427 2373 1798 0 -2522 
83853 76618 16 -28 486 2388 1799 0 -3094 
95497 77539 48 -23 490 2453 1800 0 -7588 
94680 79726 2 -22 452 2398 1801 0 -6146 
84443 86197 13 -24 468 2394 1802 0 666 
88395 75941 47 -21 488 2416 1803 0 -5373 
107439 99189 26 -20 435 2421 1804 0 -2725 
96962 94090 27 -25 418 2343 1805 0 -1000 
92169 103019 17 -40 463 2371 1806 0 3451 
81067 58618 7 -55 496 2417 1807 0 -12548 
86944 71640 23 -36 463 2389 1808 0 -6999 
67633 34916 21 -5 522 2396 1809 0 -30703 
73138 67194 33 -33 478 2336 1810 0 -2898 
80055 21433 33 -42 509 2456 1811 0 -24085 
79568 57662 50 -21 473 2371 1812 0 -12448 
110216 109049 14 -29 466 2449 1813 0 -350 
102238 86846 14 -36 489 2459 1814 0 -5807 
39137 18493 3 -10 529 2307 1815 0 28958 
92750 82421 29 -34 476 2419 1816 0 -4106 
98813 94036 42 -22 475 2424 1817 0 -1664 
94080 92814 54 -18 436 2367 1818 0 -446 
96673 85487 68 -7 431 2386 1819 0 -4287 
99592 101283 1 -38 454 2407 1820 0 547 
91513 82022 54 -8 457 2412 1821 0 -3791 
101614 99867 30 -23 430 2397 1822 0 -573 
126794 138846 4 -4 372 2375 1823 0 2844 
104826 109174 57 -4 442 2389 1824 0 1304 
159798 115669 2 -3 415 2589 1825 0 -12500 
51229 4158 9 -11 519 2362 1826 0 22275 
107100 91586 64 -4 501 2502 1827 0 -5550 
86693 76447 53 -19 478 2400 1828 0 -4391 
91445 81174 62 -4 453 2382 1829 0 -4146 
103521 97422 19 -30 470 2444 1830 0 -2051 
110015 111626 35 -16 454 2431 1831 0 472 
89895 80568 25 -30 452 2396 1832 0 -3793 
91946 84462 39 -24 449 2385 1833 0 -2903 
96477 87540 50 -21 473 2427 1834 0 -3345 
60928 67414 58 -77 403 818 1835 0 3152 
95599 90367 54 -11 461 2410 1836 0 -1897 
90385 79845 54 -20 457 2389 1837 0 -4325 
82243 80258 29 -42 482 2478 1838 0 -810 
91765 84344 48 -14 493 2427 1839 0 -2883 
89561 78107 9 -40 465 2387 1840 0 -4805 
91917 83141 23 -33 450 2391 1841 0 -3458 
92992 87521 26 -37 480 2421 1842 0 -2048 
98920 90539 57 -14 453 2392 1843 0 -3033 
87275 72280 46 -23 462 2374 1844 0 -6797 
100938 94000 69 -2 464 2420 1845 0 -2418 
44012 29095 14 -4 555 2383 1846 0 -16799 
103016 112953 32 -17 421 2322 1847 0 2882 
122886 141288 6 -9 383 2403 1848 0 4267 
95830 73485 41 -29 497 2451 1849 0 -9963 
88633 98792 45 -25 454 2384 1850 0 3369 
121646 146623 1 -2 369 2373 1851 0 5581 
90500 84212 15 -43 485 2418 1852 0 -2446 
97352 68352 13 -46 539 2517 1853 0 -13902 
79820 71528 33 -38 462 2358 1854 0 -3798 
75304 63269 52 -15 461 2352 1855 0 -6232 
83645 63887 41 -17 521 2446 1856 0 -10133 
89921 84560 8 -44 456 2367 1857 0 -2077 
92253 83016 36 -28 454 2393 1858 0 -3645 
95740 96022 55 -17 451 2388 1859 0 96 
88509 72991 40 -32 507 2432 1860 0 -6966 
85449 68597 60 -6 466 2394 1861 0 -8049 
79286 66208 21 -43 468 2369 1862 0 -6472 
91566 72230 36 -30 488 2427 1863 0 -8771 
46444 22879 42 -19 522 2316 1864 0 31787 
35330 9581 1 -8 509 2277 1865 0 -22525 
146991 160125 7 -2 383 2387 1866 0 2687 
104091 121820 34 -30 470 2463 1867 0 4768 
118463 97803 20 -12 475 2502 1868 0 -6921 
93489 87241 45 -28 460 2394 1869 0 -2346 
88704 78931 53 -12 488 2425 1870 0 -4057 
89719 79333 16 -37 454 2382 1871 0 -4289 
92173 80898 40 -25 454 2392 1872 0 -4566 
100096 92575 64 -8 464 2429 1873 0 -2662 
91440 80837 1 -42 477 2395 1874 0 -4297 
99336 84294 37 -16 447 2425 1875 0 -5847 
88446 73937 8 -56 497 2439 1876 0 -6430 
92598 79885 49 -19 485 2432 1877 0 -5214 
90087 93853 17 -128 370 846 1878 0 1314 
92595 85292 15 -27 441 2376 1879 0 -2805 
93412 84516 35 -23 437 2377 1880 0 -3448 
91235 85663 35 -36 476 2395 1881 0 -2131 
92717 83266 53 -16 476 2412 1882 0 -3719 
108159 103735 19 -22 425 2431 1883 0 -1397 
98370 94585 46 -14 441 2382 1884 0 -1311 
100474 92874 48 -26 459 2421 1885 0 -2681 
89229 76177 60 -17 452 2385 1886 0 -5614 
66333 76127 1 -166 332 838 1887 0 4215 
89142 86559 6 -41 421 2327 1888 0 -977 
81409 58763 28 -31 515 2457 1889 0 -12627 
77996 55112 11 -51 508 2445 1890 0 -13605 
65410 56391 35 -37 454 2318 1891 0 -5240 
101049 73427 5 -36 500 2484 1892 0 -12326 
100403 91636 13 -42 484 2441 1893 0 -3134 
92610 76706 42 -22 453 2394 1894 0 -6793 
106155 104607 7 -31 400 2396 1895 0 -484 
90938 73702 56 -9 481 2424 1896 0 -7662 
93900 84486 16 -38 470 2416 1897 0 -3651 
114103 136999 9 -17 361 2329 1898 0 5476 
70433 27152 20 -9 561 2468 1899 0 13305 
97081 90816 66 -5 458 2408 1900 0 -2260 
60777 73864 14 -48 463 2249 1901 0 5805 
62210 37076 22 -24 486 2344 1902 0 -22212 
97270 61158 36 -27 538 2504 1903 0 -19347 
121189 119093 16 -25 443 2454 1904 0 -576 
92276 65563 66 -5 480 2436 1905 0 -13350 
113700 119300 1 -27 431 2424 1906 0 1538 
134257 129132 1 -3 439 2495 1907 0 -1300 
187958 232412 24 -670 259 2259 1908 0 6267 
62199 60726 41 -22 435 2321 1909 0 -794 
73506 32013 34 -1 527 2419 1910 0 23066 
84123 72553 60 -18 490 2429 1911 0 -5225 
91664 83348 8 -34 451 2398 1912 0 -3269 
81146 70092 9 -48 497 2415 1913 0 -5167 
97087 95764 46 -25 483 2437 1914 0 -452 
94432 84925 63 -5 453 2397 1915 0 -3668 
89739 77439 11 -38 451 2382 1916 0 -5204 
94351 86938 24 -35 475 2419 1917 0 -2793 
108111 101521 52 -16 458 2480 1918 0 -2126 
93896 84288 61 -4 450 2395 1919 0 -3735 
88919 76208 45 -16 490 2425 1920 0 -5465 
96061 87264 14 -39 489 2441 1921 0 -3303 
88620 77646 34 -27 459 2380 1922 0 -4631 
96177 83889 61 -3 454 2397 1923 0 -4799 
101851 96830 2 -37 462 2424 1924 0 -1699 
97946 137093 20 -162 302 817 1925 0 9356 
97135 92172 5 -35 450 2400 1926 0 -1764 
95358 85166 17 -36 445 2396 1927 0 -3921 
118015 114681 11 -16 442 2466 1928 0 -952 
94939 91009 33 -27 466 2407 1929 0 -1414 
132917 87878 7 -1 430 2503 1930 0 -16793 
120330 121643 27 -8 409 2411 1931 0 353 
85799 71393 47 -20 492 2407 1932 0 -6611 
58523 17147 9 -60 522 2407 1933 0 -13531 
70608 25207 50 -26 546 2457 1934 0 6519 
93777 93813 8 -46 460 2391 1935 0 12 
78752 65134 21 -33 528 2436 1936 0 -6850 
88504 74151 17 -42 461 2402 1937 0 -6342 
110291 116372 9 -24 413 2402 1938 0 1712 
95535 88122 43 -24 481 2422 1939 0 -2756 
79046 51551 24 -56 516 2436 1940 0 -17476 
100142 92565 3 -39 443 2403 1941 0 -2682 
98637 92844 15 -28 450 2410 1942 0 -2044 
91022 86621 50 -11 501 2436 1943 0 -1664 
102392 99140 31 -22 443 2405 1944 0 -1074 
112867 131843 44 -13 385 2370 1945 0 4716 
93926 88294 33 -32 469 2409 1946 0 -2090 
115969 110097 25 -4 411 2412 1947 0 -1747 
170854 158862 1 -2 369 2579 1948 0 -2473 
106362 127691 1 -35 425 2375 1949 0 5473 
84393 68369 35 -36 509 2444 1950 0 -7679 
79282 51163 47 -24 462 2381 1951 0 -18008 
131339 144664 9 -2 391 2455 1952 0 3018 
101147 92828 11 -33 469 2449 1953 0 -2936 
81791 65404 54 -10 464 2390 1954 0 -8209 
76057 57083 39 -17 481 2355 1955 0 -10891 
79625 60291 36 -8 499 2423 1956 0 -10507 
85571 76704 2 -61 499 2419 1957 0 -3787 
94055 85680 42 -26 442 2390 1958 0 -3202 
77016 54573 5 -61 512 2401 1959 0 -13475 
90850 80990 38 -32 479 2413 1960 0 -3989 
92931 84114 49 -20 446 2388 1961 0 -3434 
92252 82081 59 -13 440 2380 1962 0 -4060 
93922 84717 3 -34 456 2393 1963 0 -3560 
114872 116890 5 -9 428 2389 1964 0 565 
96407 89055 1 -40 441 2392 1965 0 -2705 
101593 88844 15 -30 463 2433 1966 0 -4702 
86833 74010 58 -3 494 2423 1967 0 -5677 
82838 76170 7 -46 463 2357 1968 0 -2868 
56102 54019 6 -56 479 2281 1969 0 -1263 
41662 -38643 17 -37 637 2597 1970 0 2557 
87356 64661 41 -30 469 2422 1971 0 -11500 
144371 147241 2 -2 340 2400 1972 0 638 
85143 55078 43 -25 508 2466 1973 0 -17886 
136834 142028 6 -2 435 2476 1974 0 1198 
122834 155472 10 -4 341 2334 1975 0 6878 
112236 131007 11 -17 362 2332 1976 0 4694 
92542 79262 46 -21 473 2415 1977 0 -5489 
76656 62696 22 -47 494 2397 1978 0 -7295 
89055 78666 53 -22 450 2373 1979 0 -4327 
91152 85916 54 -13 469 2399 1980 0 -1996 
87993 65661 58 -4 501 2433 1981 0 -11144 
91485 82119 21 -30 452 2390 1982 0 -3737 
91134 85940 38 -26 425 2358 1983 0 -1980 
68315 47856 15 -11 529 2416 1984 0 -14008 
127903 152542 3 -4 402 2350 1985 0 5292 
90258 67143 4 -38 448 2410 1986 0 -11280 
76920 54075 20 -36 538 2468 1987 0 -13843 
9693 -30963 45 -7 603 2343 1988 0 -22512 
51609 -7388 64 -17 543 2511 1989 0 -483 
46603 -10939 4 -7 530 2392 1990 0 -24246 
102640 107440 21 -24 429 2395 1991 0 1463 
103140 89211 36 -28 462 2441 1992 0 -5116 
87904 79168 45 -28 456 2389 1993 0 -3615 
93018 89159 66 -4 467 2399 1994 0 -1418 
99425 86289 13 -31 474 2423 1995 0 -4988 
81532 65515 15 -48 478 2396 1996 0 -8010 
97862 89124 59 -10 432 2384 1997 0 -3212 
88796 78351 51 -15 485 2413 1998 0 -4368 
89911 93125 62 -1 474 2403 1999 0 1130 
95435 88073 37 -31 441 2389 2000 0 -2738 
96680 87860 42 -23 475 2427 2001 0 -3289 
87567 73404 44 -31 502 2436 2002 0 -6322 
94695 87311 6 -39 451 2394 2003 0 -2771 
94849 86764 19 -34 446 2391 2004 0 -3053 
94968 85937 29 -36 480 2427 2005 0 -3443 
111146 98754 5 -27 447 2439 2006 0 -4111 
104324 99203 65 -4 436 2420 2007 0 -1691 
94021 88671 55 -16 477 2419 2008 0 -1977 
80841 71632 57 -12 513 2404 2009 0 -4212 
78491 79313 52 -14 448 2337 2010 0 339 
104481 100202 40 -21 443 2408 2011 0 -1399 
95635 88696 20 -43 484 2434 2012 0 -2563 
87866 54278 48 -5 540 2485 2013 0 -20276 
104716 115512 8 -21 395 2347 2014 0 3062 
92198 85916 52 -13 442 2366 2015 0 -2395 
95068 84463 34 -32 495 2440 2016 0 -4114 
102101 91161 63 -8 456 2423 2017 0 -3932 
99629 95475 65 -8 446 2399 2018 0 -1425 
101921 95246 70 -2 460 2425 2019 0 -2296 
83206 66386 41 -28 479 2405 2020 0 -8302 
120952 101396 24 -21 445 2496 2021 0 -6319 
92718 75053 43 -26 513 2458 2022 0 -7712 
121009 124941 43 -3 437 2474 2023 0 1031 
103683 101061 29 -19 424 2392 2024 0 -850 
107584 105019 53 -1 421 2409 2025 0 -800 
75985 64979 31 -9 508 2401 2026 0 -5550 
68008 64125 88 -99 415 958 2027 0 -1984 
75441 37991 13 -53 493 2386 2028 0 -32300 
129161 171189 4 -1 342 2342 2029 0 8044 
30541 10774 49 -28 540 2375 2030 0 5419 
107312 82536 63 -7 524 2509 2031 0 -9836 
141690 172756 2 -1 363 2390 2032 0 5892 
94887 90761 10 -29 438 2392 2033 0 -1489 
101389 95319 20 -23 466 2445 2034 0 -2086 
92816 84102 16 -33 448 2386 2035 0 -3395 
73269 52833 34 -15 494 2375 2036 0 -12674 
45083 27005 39 -15 388 765 2037 0 -21935 
84874 71590 17 -46 483 2409 2038 0 -6080 
90181 81514 28 -42 510 2455 2039 0 -3483 
100370 93250 73 -3 436 2393 2040 0 -2501 
95689 92151 51 -21 450 2394 2041 0 -1258 
96453 89110 56 -17 475 2424 2042 0 -2700 
86603 70097 46 -27 469 2434 2043 0 -7715 
91851 75691 68 -2 452 2399 2044 0 -6995 
99335 88262 18 -29 469 2437 2045 0 -4110 
87965 98074 67 -127 338 838 2046 0 3377 
87593 77327 4 -52 493 2419 2047 0 -4350 
88219 76429 19 -36 457 2387 2048 0 -5054 
91314 79405 30 -31 466 2408 2049 0 -4914 
93718 77778 39 -34 488 2440 2050 0 -6715 
88779 66477 42 -32 469 2415 2051 0 -10992 
132207 111511 1 -6 398 2487 2052 0 -6081 
96976 99591 9 -37 449 2392 2053 0 860 
60251 94521 114 -35 382 761 2054 0 11880 
88451 78258 52 -2 476 2395 2055 0 -4267 
106452 94901 35 -23 452 2436 2056 0 -3988 
67029 18459 17 -17 566 2479 2057 0 -20681 
42199 16351 15 -12 517 2324 2058 0 13738 
102134 91739 4 -32 431 2354 2059 0 -3712 
138393 158817 0 -1 342 2360 2060 0 4213 
110893 109703 41 -8 438 2417 2061 0 -355 
41429 12185 427 -8 539 2382 2062 0 -13104 
111354 124424 4 -25 391 2365 2063 0 3441 
95304 86475 37 -30 466 2429 2064 0 -3345 
93137 84235 48 -25 477 2418 2065 0 -3462 
89372 71885 51 -21 470 2414 2066 0 -7971 
150096 204010 0 -2 309 2375 2067 0 8659 
87245 81002 53 -16 474 2488 2068 0 -2525 
121029 115488 39 -9 452 2510 2069 0 -1572 
96653 95239 29 -24 428 2363 2070 0 -486 
113320 107014 1 -27 455 2439 2071 0 -1930 
98316 100413 51 -15 467 2416 2072 0 684 
53583 -1412 8 -18 545 2428 2073 0 31034 
91969 36724 59 -10 504 2496 2074 0 16244 
66968 38193 11 -54 517 2418 2075 0 -24686 
93247 86795 8 -34 465 2399 2076 0 -2435 
92932 84702 21 -34 448 2396 2077 0 -3183 
60266 99509 75 -34 310 638 2078 0 12922 
94367 85266 29 -30 476 2420 2079 0 -3497 
104261 98294 8 -22 448 2425 2080 0 -1989 
95389 77698 60 -12 458 2416 2081 0 -7460 
99053 98191 8 -26 412 2355 2082 0 -287 
74989 53996 21 -41 518 2419 2083 0 -12739 
97537 80820 16 -31 470 2430 2084 0 -6777 
92007 82351 16 -33 452 2390 2085 0 -3842 
101465 88608 35 -27 475 2445 2086 0 -4754 
94295 93587 38 -29 482 2430 2087 0 -247 
93061 84112 49 -20 454 2393 2088 0 -3486 
106858 94843 18 -17 434 2413 2089 0 -4151 
98922 91733 3 -40 468 2420 2090 0 -2567 
99827 77942 17 -32 474 2421 2091 0 -9200 
93235 77634 22 -28 452 2398 2092 0 -6584 
81021 116228 175 -26 274 730 2093 0 9925 
86127 68668 8 -55 500 2423 2094 0 -8331 
-2264 -46811 46 -14 668 2360 2095 0 31182 
56742 71587 13 -60 470 2251 2096 0 6794 
21225 -12552 35 -24 569 2379 2097 0 22638 
79037 49886 23 -33 525 2440 2098 0 -19147 
109062 125979 50 -1 386 2354 2099 0 4400 
91399 49960 17 -44 505 2485 2100 0 -27178 
95223 86423 29 -43 497 2465 2101 0 -3336 
109369 112686 69 -6 449 2454 2102 0 964 
86513 61975 58 -13 482 2440 2103 0 -12973 
105156 86161 31 -13 455 2436 2104 0 -7223 
117739 138784 40 -9 411 2394 2105 0 4968 
69041 43371 21 -33 469 2362 2106 0 -19393 
84966 68149 35 -33 469 2398 2107 0 -8085 
93572 74726 53 -17 492 2445 2108 0 -8263 
72099 36285 25 -51 541 2455 2109 0 -32341 
-6027 -111033 190 -49 698 2447 2110 0 30988 
82160 71508 1 -47 460 2378 2111 0 -4881 
58315 44539 4 -38 541 2387 2112 0 -10134 
99883 113237 0 -25 410 2334 2113 0 3864 
3685 -49413 89 -26 641 2385 2114 0 -30326 
55898 28941 5 -5 517 2445 2115 0 -30520 
70555 22167 5 -4 612 2518 2116 0 -5990 
138900 143603 1 -3 415 2457 2117 0 1073 
99339 86809 44 -22 454 2414 2118 0 -4729 
92853 79855 42 -20 487 2445 2119 0 -5333 
88531 86845 58 -18 443 2356 2120 0 -636 
95613 86210 3 -29 446 2383 2121 0 -3573 
96262 88017 9 -39 470 2411 2122 0 -3069 
103762 104956 16 -32 476 2443 2123 0 372 
94227 84524 29 -28 448 2394 2124 0 -3761 
100598 94751 51 -16 442 2396 2125 0 -2022 
93939 85052 39 -34 480 2423 2126 0 -3423 
128292 129532 0 -9 394 2461 2127 0 313 
98764 92140 8 -30 434 2390 2128 0 -2355 
88093 85217 58 -8 466 2382 2129 0 -1105 
76242 68585 27 -28 505 2409 2130 0 -3658 
92349 82889 9 -46 450 2393 2131 0 -3739 
94378 87012 30 -32 457 2400 2132 0 -2773 
96439 85822 33 -28 469 2414 2133 0 -4053 
131309 132348 0 -1 391 2472 2134 0 257 
81880 76451 46 -25 448 2339 2135 0 -2326 
101715 99253 57 -13 463 2397 2136 0 -812 
90783 80861 59 -14 476 2412 2137 0 -4020 
115193 100729 26 -19 445 2432 2138 0 -4705 
92971 80498 59 -2 489 2448 2139 0 -5077 
66736 30868 37 -4 524 2401 2140 0 27462 
94440 74078 49 -22 446 2411 2141 0 -9006 
97844 82852 62 -6 426 2373 2142 0 -5929 
86276 81114 20 -20 485 2396 2143 0 -2085 
105253 91931 67 -9 468 2448 2144 0 -4748 
89352 78173 65 -1 457 2389 2145 0 -4685 
137678 148672 4 -2 388 2447 2146 0 2423 
90307 74483 7 -54 479 2422 2147 0 -6961 
117100 109696 8 -15 439 2480 2148 0 -2211 
101369 93265 55 -12 425 2382 2149 0 -2847 
164933 214530 10 -2 290 2317 2150 0 7575 
101965 97510 49 -23 481 2457 2151 0 -1497 
87538 72100 60 -10 468 2404 2152 0 -7016 
27586 -7285 0 -53 531 2293 2153 0 25773 
48473 -24474 26 -16 613 2514 2154 0 32129 
74934 65344 24 -45 444 2338 2155 0 -4808 
101729 102046 9 -32 407 2355 2156 0 101 
88779 74474 47 -10 486 2418 2157 0 -6293 
58205 34404 17 -8 546 2419 2158 0 -22668 
95961 86866 49 -16 444 2401 2159 0 -3430 
95333 79712 58 -12 487 2433 2160 0 -6421 
113487 108974 12 -31 426 2424 2161 0 -1356 
95010 76554 14 -31 460 2419 2162 0 -7899 
93704 84647 36 -28 435 2379 2163 0 -3505 
86558 82360 33 -41 481 2453 2164 0 -1670 
88398 88024 46 -20 462 2377 2165 0 -139 
95286 86636 8 -35 442 2391 2166 0 -3271 
105284 108575 30 -20 444 2419 2167 0 993 
112042 107218 12 -17 454 2457 2168 0 -1474 
97258 90008 61 -9 448 2401 2169 0 -2639 
104098 107437 26 -16 406 2360 2170 0 1018 
92556 80879 8 -42 483 2424 2171 0 -4730 
92388 83518 39 -21 464 2405 2172 0 -3480 
86949 72119 36 -25 466 2392 2173 0 -6737 
124532 141384 12 -3 395 2362 2174 0 3905 
110805 120404 49 -1 438 2368 2175 0 2612 
100437 92876 11 -1 425 2360 2176 0 -2667 
96085 90788 52 -15 428 2371 2177 0 -1911 
72777 41816 9 -64 541 2435 2178 0 -24261 
109235 144341 30 -24 370 2285 2179 0 7969 
81592 107397 7 -11 399 2216 2180 0 7873 
89476 61128 51 -6 533 2489 2181 0 -15195 
88953 81447 11 -48 508 2437 2182 0 -3019 
103796 98844 58 -7 441 2405 2183 0 -1641 
88418 75392 51 -23 466 2389 2184 0 -5661 
99115 86483 62 -8 476 2432 2185 0 -4786 
85376 66472 14 -29 470 2388 2186 0 -9318 
104581 115991 39 -6 410 2348 2187 0 3223 
89079 86424 26 -35 474 2385 2188 0 -1006 
102520 87277 43 -26 489 2450 2189 0 -5722 
102599 98899 65 -2 431 2394 2190 0 -1225 
94937 91273 69 -6 444 2383 2191 0 -1315 
97845 96044 58 -5 493 2429 2192 0 -614 
10068 -64946 249 -38 671 2517 2193 0 -27690 
46010 41262 46 -17 479 2331 2194 0 -3770 
59965 41278 12 -30 535 2429 2195 0 -14833 
